"created_at","twitter_id","screen_name","followers_count","friends_count","retweet_count","favorite_count","in_reply_to_screen_name","twitter_url","text","is_retweet","is_quote"
"2019-11-17T08:42:03Z","1195985438609154049","netanyahu",1879665,32,372,2032,,"http://twitter.com/netanyahu/status/1195985438609154049","היום בשעה 18:30 בביתן 10 של גני התערוכה - עוצרים ממשלת מיעוט שתלויה בתומכי טרור. אני אהיה שם. שתפו ותגיעו! https://t.co/ntQIiU2A8B",false,false
"2019-11-16T21:09:10Z","1195811066544099328","netanyahu",1879665,32,144,861,,"http://twitter.com/netanyahu/status/1195811066544099328","סכנה מיידית לביטחון מדינת ישראל. ביום ראשון - כנס חירום של המחנה הלאומי בשעה 19:00 בביתן 10, גני התערוכה תל אביב. אני אהיה שם. גם אתם! https://t.co/FXCT8D3QHg",false,false
"2019-11-16T20:20:43Z","1195798875061264385","netanyahu",1879665,32,366,2030,,"http://twitter.com/netanyahu/status/1195798875061264385","זאת שיטה. משתמשים בחופשיות בסחיטה ואיומים כמו שעשו לניר חפץ בתרגיל הפלילי המלוכלך, שפרטיו עדיין חסויים מהציבור בצו איסור פרסום.  מה הם מסתירים, למה הם לא מסירים בפני הציבור את צו איסור הפרסום?  היום זה ראש הממשלה נתניהו - מחר זה יכול להיות אתם. https://t.co/nhwsyyTGjr",false,false
"2019-11-16T20:17:53Z","1195798162570711042","netanyahu",1879665,32,62,0,,"http://twitter.com/netanyahu/status/1195798162570711042","RT @NewsChannelIL: עובדת מעון רה""מ לשעבר שהתלוננה כי מני נפתלי הטריד אותה טוענת: קצין בכיר לחץ עליי - ""תודי שהוא (נתניהו) שלח אותך""; ""הוא ל…",true,false
"2019-11-16T20:03:03Z","1195794429686222855","netanyahu",1879665,32,193,1497,,"http://twitter.com/netanyahu/status/1195794429686222855","קרה לו משהו ללפיד https://t.co/btDsSZZsdc",false,true
"2019-11-16T19:14:31Z","1195782215898189825","netanyahu",1879665,32,90,0,,"http://twitter.com/netanyahu/status/1195782215898189825","RT @yaronavraham: הערב במהדורת סוף השבוע: חשיפה | עובדת הבית, החקירה במשטרה ואיומי הקצין | האם ייתכן שבלהב 433 לחצו על עדה לשפוך כל מה שהיא…",true,false
"2019-11-16T18:05:21Z","1195764810211684352","netanyahu",1879665,32,582,2842,,"http://twitter.com/netanyahu/status/1195764810211684352","ממשלה שתלויה במפלגות הערביות היא סכנה קיומית ומיידית לביטחון ישראל. יש עוד זמן לעצור את הטירוף הזה https://t.co/dVvysziqwx",false,false
"2019-11-16T17:39:19Z","1195758258599927808","netanyahu",1879665,32,99,671,"netanyahu","http://twitter.com/netanyahu/status/1195758258599927808","ממשלה כזאת היא הפקרה של ביטחון המדינה וסטירת לחי בפרצופם של חיילי צה״ל שהרשימה המשותפת רוצה להעמיד לדין כ״פושעי מלחמה״.   אסור שממשלה כזאת תתקיים אפילו יום אחד.",false,false
"2019-11-16T17:39:18Z","1195758255609389056","netanyahu",1879665,32,273,1530,,"http://twitter.com/netanyahu/status/1195758255609389056","בני גנץ שיקר לבוחריו.   הוא כבר לא מסתיר את כוונתו להקים ממשלה עם תומכי טרור כמו אחמד טיבי וחבריו.   ממשלת מיעוט שתלויה במפלגות הערביות היא איום קיומי למדינת ישראל. https://t.co/e8dij2eOaC",false,false
"2019-11-16T16:54:53Z","1195747078108073985","netanyahu",1879665,32,177,954,,"http://twitter.com/netanyahu/status/1195747078108073985","ממשלת מיעוט שתלויה במפלגות הערביות שרוצות להעמיד לדין את חיילינו כ״פושעי מלחמה״ = סכנה למדינת ישראל וסטירה בפרצופם של חיילי צה״ל. https://t.co/yRc6Xz51rV",false,false
