id,user,user_url,time,url,text,a_id,a_user,a_user_url,a_time,a_url,a_text,att_type,att_url,media_url,ext_url,ext_text,comment_count,toplevel_comment_count,reaction_count,share_count,reactors,like,love,anger,haha,support,sorry,wow
UzpfSTc5NzI5OTEzMTY6MTAxNTgxOTQ0MjYyODYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-27 19:33:07,https://www.facebook.com/borisjohnson/posts/10158194426286317,-,-,-,-,,-,-,Photo,-,https://www.facebook.com/borisjohnson/photos/a.238842266316/10158194423171317/,-,-,3219,1416,14704,451,14704,13144,1145,90.0,181.0,48.0,58.0,38.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxOTM3MDM2NjEzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-27 12:33:24,https://www.facebook.com/borisjohnson/posts/10158193703661317,This week I met with church and community leaders in Lewisham to discuss uptake of the COVID-19 vaccine.,-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/2079298495703088/,-,-,-,1498,750,3866,398,3866,3304,352,55.0,113.0,30.0,4.0,8.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxOTE1OTc3ODYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-26 10:53:10,https://www.facebook.com/borisjohnson/posts/10158191597786317,"Today Kuwait marks 30 years since its liberation from occupation. We remember those who gave their lives fighting bravely for freedom, including many British service personnel. I send my best wishes to our Kuwaiti friends as they celebrate their 60th National Day 🇰🇼🇬🇧",UzpfSTczMDMzNDM0NTI6MTAxNTkzODcwMzQxNTg0NTM=,UK Prime Minister,https://www.facebook.com/10downingstreet/,2021-02-26 10:47:40,https://www.facebook.com/10downingstreet/posts/10159387034158453,"Today marks 30 years since the liberation of Kuwait from occupation in the First Gulf War.
 
In this letter from the National Archives the then Prime Minister John Major writes to congratulate the Emir of Kuwait on the liberation of the country from Iraqi occupation. 
 
35,000 British troops served in the war. 47 British personnel lost their lives during the conflict. 
 
Today, we remember them.",-,-,-,-,-,1736,681,6055,412,6055,5408,457,11.0,28.0,126.0,11.0,14.0
UzpfSTc5NzI5OTEzMTY6MjMwOTk2ODA4NzMxMjEy,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-25 19:21:17,https://www.facebook.com/borisjohnson/videos/230996808731212/,I answer your questions at the #PeoplesPMQs,-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/230996808731212/,-,-,-,7982,6108,4579,470,4579,3132,1118,137.0,105.0,51.0,24.0,12.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxOTAxNDQwOTEzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-25 18:20:28,https://www.facebook.com/borisjohnson/posts/10158190144091317,Wishing a very happy and safe #Purim to Jewish communities across our United Kingdom and around the world. Chag Purim Sameach!,-,-,-,,-,-,-,-,-,-,-,1855,831,8629,293,8629,7610,801,22.0,69.0,111.0,6.0,10.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxODk1ODkxMTYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-25 12:59:46,https://www.facebook.com/borisjohnson/posts/10158189589116317,"Excellent trip to Accrington Academy in Lancashire today to see how they’re preparing for pupils to return on 8th March. 
 
Our £700m catch up fund will ensure students across the country get the support they need to fulfil their potential.",-,-,-,,-,-,Photo,-,https://www.facebook.com/borisjohnson/photos/a.238842266316/10158189574791317/,-,-,3986,1592,11158,564,11158,9997,833,94.0,143.0,70.0,6.0,15.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxODgwNjA2MDEzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-24 18:46:11,https://www.facebook.com/borisjohnson/posts/10158188060601317,"Over 18 million people across the United Kingdom have had their first jab. 

We are aiming to offer a jab to all adults aged 50 or older and those who are at higher risk due to underlying health conditions by 15 April and every adult by the end of July.",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/425807535165669/,-,-,-,2427,1014,6958,564,6958,5910,829,46.0,80.0,65.0,7.0,21.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxODc2ODQyOTEzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-24 15:14:37,https://www.facebook.com/borisjohnson/posts/10158187684291317,"It’s been great hearing about the issues that matter to you.
 
Please keep asking me your questions at www.gov.uk/ask",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/256746549313602/,-,-,-,3132,1620,6249,405,6249,5365,641,47.0,128.0,60.0,2.0,6.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxODcyNTg1ODYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-24 11:30:54,https://www.facebook.com/borisjohnson/posts/10158187258586317,"The best place for young people’s future, and for their wellbeing, is back in the classroom. 

With regular testing, children can safely return to school from 8 March.",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/434764314407885/,-,-,-,1774,870,4750,368,4750,4176,403,78.0,50.0,37.0,3.0,3.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxODY5Nzk3MzYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-24 07:47:55,https://www.facebook.com/borisjohnson/posts/10158186979736317,"When schools re-open on 8 March, I want to make sure no child is left behind as a result of the learning they have lost over the past year.

A new £700m package of catch-up funding will help teachers support their pupils as they return to the classroom.

https://www.gov.uk/government/news/new-education-recovery-package-for-children-and-young-people",-,-,-,,-,-,-,-,-,-,-,6066,2468,17915,1243,17915,15624,1917,71.0,164.0,95.0,9.0,35.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxODU5NzQ0MTYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-23 20:13:02,https://www.facebook.com/borisjohnson/posts/10158185974416317,"Today I chaired a UN Security Council session on climate and security.

Together with Sir David Attenborough, I warned of the need to cut global emissions to net zero and help vulnerable countries adapt to climate change.

Read our remarks here: https://www.gov.uk/government/speeches/pm-boris-johnsons-address-to-the-un-security-council-on-climate-and-security-23-february-2021",-,-,-,,-,-,Album,-,-,-,-,2925,1807,10996,774,10996,9562,857,142.0,321.0,80.0,12.0,22.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxODU0MjcyNzEzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-23 15:33:14,https://www.facebook.com/borisjohnson/posts/10158185427271317,"I want to say a heartfelt thank you to farmers for keeping the UK fed throughout the pandemic. 

You do incredible work, all day, in all weathers.
 
My full message to the NFU Conference: https://nfuonline.com/news/latest-news/nfu21-watch-prime-minister-boris-johnsons-exclusive-message-for-nfu-members/",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/423103145440588/,-,-,-,1875,960,11608,1797,11608,9969,1412,36.0,55.0,122.0,6.0,8.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxODQ3NzQzMTYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-23 07:34:04,https://www.facebook.com/borisjohnson/posts/10158184774316317,"Yesterday I set out our four-step roadmap to ease restrictions across England and provide a route back to a more normal way of life.

On Monday 8th March, schools and colleges across England will reopen, and teaching in classrooms can start again. 

➡️ https://www.gov.uk/government/news/prime-minister-sets-out-roadmap-to-cautiously-ease-lockdown-restrictions",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/260257809062092/,-,-,-,3040,1450,11636,1192,11636,10131,1153,158.0,104.0,67.0,15.0,8.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxODQwNTMxOTYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-22 22:06:00,https://www.facebook.com/borisjohnson/posts/10158184053196317,"How we will cautiously ease the lockdown restrictions in England. 

You can find more information here: https://www.gov.uk/government/publications/covid-19-response-spring-2021/covid-19-response-spring-2021-summary",-,-,-,,-,-,Album,-,-,-,-,4825,1852,15347,5179,15347,13432,1499,174.0,134.0,78.0,14.0,16.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxODM5NjYwNDEzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-22 21:40:00,https://www.facebook.com/borisjohnson/posts/10158183966041317,"We cannot persist indefinitely with restrictions that have separated families and loved ones for too long, and threatened the livelihoods of millions, and kept pupils out of school.
 
It is thanks to the roll-out of the vaccinations, some of them pioneered in this country, that the balance of that judgement is now changing in our favour.
 
And it is thanks to the vaccinations that there is light ahead leading us to a spring and summer which I think will be seasons of hope, looking and feeling incomparably better for us all and from which we will not go back.",-,-,-,,-,-,Photo,-,https://www.facebook.com/borisjohnson/photos/a.238842266316/10158183903681317/,-,-,6442,2828,36140,1456,36140,29934,5507,145.0,275.0,244.0,13.0,22.0
UzpfSTc5NzI5OTEzMTY6NDI1NjAwODU3Nzc0NTg5Mg==,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-22 18:58:53,https://www.facebook.com/borisjohnson/videos/4256008577745892/,"WATCH LIVE: An update on coronavirus (22 February 2021)

Speakers:
 
- Boris Johnson, Prime Minister
- Prof Chris Whitty, Chief Medical Officer for England 
- Sir Patrick Vallance, Chief Scientific Advisor",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/4256008577745892/,-,-,-,10106,6863,6907,911,6907,4231,1718,530.0,197.0,102.0,68.0,61.0
UzpfSTc5NzI5OTEzMTY6MTE4MzgwMTg2NTM4MzYzMA==,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-22 15:28:23,https://www.facebook.com/borisjohnson/videos/1183801865383630/,WATCH LIVE: My update to the House of Commons on the government’s roadmap for easing lockdown restrictions in England.,-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/1183801865383630/,-,-,-,13252,8936,9988,2209,9988,5867,2791,751.0,281.0,138.0,68.0,92.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxODI1ODQ5NDYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-22 09:04:35,https://www.facebook.com/borisjohnson/posts/10158182584946317,"Today I’ll be setting out a roadmap to bring us out of lockdown cautiously. Our priority has always been getting children back into school which we know is crucial for their education and wellbeing.

We'll also be prioritising ways for people to reunite with loved ones safely.

Our decisions will be made on the latest data at every step, and we will be cautious about this approach so that we do not undo the progress we have achieved so far and the sacrifices each and every one of you has made to keep yourself and others safe.",-,-,-,,-,-,-,-,-,-,-,13966,5931,34779,2594,34779,30461,3304,230.0,542.0,192.0,16.0,34.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxODEyODkwMTYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-21 18:26:43,https://www.facebook.com/borisjohnson/posts/10158181289016317,"More than 17.5 million people have now had their first dose; that's more than 1 in 3 adults in the UK. 

I want to see the rollout go further and faster in the coming weeks, so we are now aiming to offer a jab to every adult by the end of July.",-,-,-,,-,-,-,-,-,-,-,8823,3651,32665,1367,32665,28345,3552,166.0,327.0,166.0,38.0,71.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNzM1NDY1NTYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-18 08:48:12,https://www.facebook.com/borisjohnson/posts/10158173546556317,"Excellent trip to Wales yesterday to see the extraordinary efforts of all those involved in our fight against coronavirus.

NHS staff, volunteers, the military and the police have all been working hard to get people through the pandemic.",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/265498248294623/,-,-,-,4022,1850,11539,819,11539,9961,1190,112.0,161.0,100.0,4.0,11.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNjk1MzEwMTYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-16 12:53:48,https://www.facebook.com/borisjohnson/posts/10158169531016317,"Freedom of speech is at the very core of our democracy. It is absolutely right that our great universities – the historic centres of free thinking and ideas – will now have this freedom protected and bolstered with stronger legal protections. 

https://www.gov.uk/government/news/landmark-proposals-to-strengthen-free-speech-at-universities",-,-,-,,-,-,-,-,-,-,-,5806,3303,15055,1246,15055,12339,1363,62.0,1199.0,64.0,6.0,22.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNjkzNzIzNTEzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-16 10:39:53,https://www.facebook.com/borisjohnson/posts/10158169372351317,"We recognise the impact this pandemic is having on everyone’s wellbeing and we are working with our Youth Mental Health Ambassador Dr Alex George on this important issue.

If you need support, the NHS is here for you: https://nhs.uk/oneyou/every-mind-matters/",UzpfSTczMDMzNDM0NTI6MTAxNTkzNjAzNjg3NTg0NTM=,UK Prime Minister,https://www.facebook.com/10downingstreet/,2021-02-16 08:34:39,https://www.facebook.com/10downingstreet/posts/10159360368758453,"If you need mental health support, the NHS is still here for you.

➡ https://nhs.uk/oneyou/every-mind-matters/",-,-,-,-,-,1678,1022,2849,161,2849,2229,248,238.0,83.0,38.0,8.0,5.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNjgxMTQ3NDEzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-15 20:11:07,https://www.facebook.com/borisjohnson/posts/10158168114741317,"If you get a message to come forward to get a jab please do.
 
If you are over 70 and haven't had your first jab yet, speak to your GP, book a slot online, or call 119.

https://nhs.uk/conditions/coronavirus-covid-19/coronavirus-vaccination/book-coronavirus-vaccination/",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/439984147203651/,-,-,-,2026,931,5607,495,5607,4714,601,73.0,146.0,64.0,5.0,4.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNjc5MDg5MTEzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-15 18:23:32,https://www.facebook.com/borisjohnson/posts/10158167908911317,"Today the national vaccination programme continues to power past the target we set six weeks ago with more than 15 million people vaccinated across the UK.

And once again I pay tribute to the astonishing efforts of everyone involved – the GPs, the nurses, the volunteers, the army and the pharmacists like Hardik Desai - who rallied local volunteers to vaccinate 3,000 people in his village hall in Ticehurst in Sussex, while keeping his pharmacy open - and of course I thank all of you who have come forward to be vaccinated.

This is an unprecedented national achievement but it’s no moment to relax and in fact it’s the moment to accelerate because the threat from this virus remains very real.
Yes, it’s true, we have vaccinated more than 90 per cent of those aged over 70 but don’t forget that 60 per cent of hospital patients with COVID are under 70.

And although the vaccination programme is going well, we still don’t have enough data about the exact effectiveness of the vaccines in reducing the spread of infection.

We have some interesting straws in the wind. We have grounds for confidence. But the vaccinations have only been running for a matter of weeks - and while we are learning the whole time - we don’t today have all the hard facts that we need.

And the level of infection remains very high, with more people still in hospital today than at the peak last April and admissions running at 1,600 a day.

So we have to keep our foot to the floor. And I can tell you today that the next million letters are landing on people’s mats right now, offering appointments to the over-65s and we are also contacting all those aged between 16 and 64 with underlying health conditions, as well as adult carers.

And if we can keep this pace up – and if we can keep supply steady – and I hope and believe we can - then we hope to offer a vaccination to everyone in the first nine priority groups – including everyone over 50 – by the end of April.

And at the same time we will be giving second doses to millions of the most vulnerable within twelve weeks of the first.

So this moment is a huge step forward but it’s only a first step.
And while it shows what the country can do we must be both optimistic but also patient.

And next week I will be setting out a roadmap saying as much as we possibly can about the route to normality even though some things are very uncertain.

Because we want this lockdown to be the last. And we want progress to be cautious but also irreversible. 

So please continue to stay at home, protect the NHS and save lives.

Thank you.",-,-,-,,-,-,-,-,-,-,-,5358,2148,24652,1101,24652,21090,2978,131.0,232.0,179.0,22.0,20.0
UzpfSTc5NzI5OTEzMTY6NzI5MTQwMjcxMTI2Mjc1,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-15 16:58:09,https://www.facebook.com/borisjohnson/videos/729140271126275/,"WATCH LIVE: An update on coronavirus (15 February 2021)

Speakers:
 
- Boris Johnson, Prime Minister
- Prof Chris Whitty, Chief Medical Officer for England 
- Sir Simon Stevens, Chief Executive, NHS England",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/729140271126275/,-,-,-,7683,5211,5409,586,5409,3078,1445,459.0,233.0,94.0,50.0,50.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNjc0NjUwODYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-15 15:02:20,https://www.facebook.com/borisjohnson/posts/10158167465086317,"Great to meet the fantastic NHS staff at Orpington Health and Wellbeing Centre earlier today, who are working incredibly hard to get South East London vaccinated.
 
We’re committed to working with communities across the UK to ensure everyone can get the protection they need.",-,-,-,,-,-,Photo,-,https://www.facebook.com/borisjohnson/photos/a.238842266316/10158167463066317/,-,-,1904,721,7600,312,7600,6705,678,48.0,70.0,88.0,4.0,7.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNjcwMzA4NDEzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-15 09:45:52,https://www.facebook.com/borisjohnson/posts/10158167030841317,"Today we start the next phase of our vaccination programme, with people aged 65-69 and the clinically vulnerable now being offered the jab. 

If you are over 70 and haven't had your first jab yet, speak to your GP, book a slot online, or call 119.

https://www.nhs.uk/conditions/coronavirus-covid-19/coronavirus-vaccination/book-coronavirus-vaccination/",-,-,-,,-,-,Share,-,-,https://www.nhs.uk/conditions/coronavirus-covid-19/coronavirus-vaccination/book-coronavirus-vaccination/,Book a coronavirus vaccination,4291,1418,9721,1201,9721,8575,850,97.0,125.0,51.0,13.0,10.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNjUxMzU0NzYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-14 16:05:18,https://www.facebook.com/borisjohnson/posts/10158165135476317,"We have vaccinated over 15 million people. This is an incredible UK-wide achievement. 

Thank you to the scientists, factory workers, delivery drivers, NHS staff, volunteers and many more who made this astounding feat possible.",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/789590568579914/,-,-,-,3072,1686,15129,1806,15129,12043,2662,69.0,106.0,157.0,16.0,76.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNjQ5ODg3MTEzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-14 14:45:28,https://www.facebook.com/borisjohnson/posts/10158164988711317,"Today we have reached a significant milestone in the United Kingdom’s national vaccination programme. 

This country has achieved an extraordinary feat - administering a total of 15 million jabs into the arms of some of the most vulnerable people in the country.",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/252129619873570/,-,-,-,2575,1398,10055,1017,10055,8098,1611,96.0,91.0,131.0,8.0,20.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNjQ1Mzg4MjEzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-14 10:20:14,https://www.facebook.com/borisjohnson/posts/10158164538821317,"Fantastic to be back in the North East of England yesterday, meeting scientists and manufacturers leading the response to COVID-19.

As we come out of this difficult time, the North East will be at the very heart of our plans to build back better and greener.",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/123140643042734/,-,-,-,2119,711,5548,374,5548,4824,537,54.0,91.0,34.0,2.0,6.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNjI4MzM1OTYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-13 16:38:14,https://www.facebook.com/borisjohnson/posts/10158162833596317,"Fantastic that over 14.5 million people have now had the first dose of the vaccine. 

If you are 70 or older and have not had your first jab yet, please contact the NHS online, call 119 or speak to your local GP. 

https://nhs.uk/conditions/coronavirus-covid-19/coronavirus-vaccination/how-you-will-be-contacted/",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/164075255328413/,-,-,-,2108,897,7160,465,7160,5991,947,56.0,70.0,53.0,8.0,35.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNjA1ODQ0NjEzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-12 18:33:02,https://www.facebook.com/borisjohnson/posts/10158160584461317,An update from me at the end of a week in which we've seen huge numbers of people getting their jab. Over 14 million people have now got the first dose – an incredible national effort. Thank you to everyone involved.,-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/2884131861845273/,-,-,-,5877,3000,16646,1413,16646,13954,2110,166.0,244.0,143.0,15.0,14.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNjA1MTY0NzYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-12 17:50:17,https://www.facebook.com/borisjohnson/posts/10158160516476317,"Over 14 million people have now had their first vaccine dose.

We want everyone eligible to get their jab as quickly as possible.

If you're 70 or older and haven't had your first jab yet, please contact the NHS online, call 119 or speak to your local GP.

https://nhs.uk/conditions/coronavirus-covid-19/coronavirus-vaccination/how-you-will-be-contacted/",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/434276391130877/,-,-,-,1652,697,6325,464,6325,5303,830,38.0,68.0,51.0,12.0,23.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNTk3MzA2NDYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-12 09:05:44,https://www.facebook.com/borisjohnson/posts/10158159730646317,"Happy Chinese New Year! I want to wish everyone celebrating in the UK and around the world happiness and good fortune in the Year of the Ox.
 
春节快乐！祝所有在英国和全球各地欢度新春佳节的朋友们牛年大吉，好运连连。",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/179129467302334/,-,-,-,3961,2435,17147,2176,17147,14107,2108,246.0,479.0,140.0,10.0,57.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNTc0ODczNzYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-11 10:11:19,https://www.facebook.com/borisjohnson/posts/10158157487376317,"Great to speak to Dr Anne-Marie Imafidon and the future generation of scientists Stemettes about how we can inspire girls to pursue careers in science and give them the best opportunities to shape our world. 

#InternationalDayOfWomenAndGirlsInScience #WomenInScience",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/432945031094743/,-,-,-,1134,553,3676,301,3676,3208,341,34.0,58.0,30.0,3.0,2.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNTczMjM3MjYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-11 08:44:18,https://www.facebook.com/borisjohnson/posts/10158157323726317,"It is five weeks since we set ourselves the target of vaccinating almost 15 million of the most vulnerable people in the country.

With less than a week to go until the target date of Monday 15th, there is no doubt that we have made great strides, with just over 13 million people now vaccinated in our United Kingdom, including 1 in 4 adults in England, over 90 per cent of everyone over 75 and over 90 per cent of eligible residents of care homes for the elderly.

But that still leaves nearly 2 million people – a population roughly twice the size of Birmingham – that we still hope to reach.
And there are people across the country who for one reason or another haven’t yet taken up their offer.

So now is the moment to do it, wherever you are – you won’t be more than about 10 miles away from a vaccination centre.
So, go online, or get someone to help you or simply pick up the phone and call 119.",-,-,-,,-,-,Photo,-,https://www.facebook.com/borisjohnson/photos/a.238842266316/10158157323651317/,-,-,8836,3221,27561,2038,27561,24186,2660,146.0,200.0,305.0,20.0,44.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNTU4ODUyODEzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-10 18:38:37,https://www.facebook.com/borisjohnson/posts/10158155885281317,"Over 13 million people have received their first vaccine dose, but there are eligible people across the country who haven’t yet taken up their offer.

If you are 70 or older, living in England and have not had your first  jab yet, please go online, get someone to help you or simply pick up the phone and call 119.

https://www.nhs.uk/conditions/coronavirus-covid-19/coronavirus-vaccination/book-coronavirus-vaccination/",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/226368652474268/,-,-,-,1861,701,4747,406,4747,4044,522,48.0,71.0,40.0,9.0,13.0
UzpfSTc5NzI5OTEzMTY6MTM2MjMwNDc1NDEzMTA5NQ==,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-10 16:59:01,https://www.facebook.com/borisjohnson/videos/1362304754131095/,WATCH LIVE: An update on coronavirus (10 February 2021),-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/1362304754131095/,-,-,-,5564,3700,4643,558,4643,2928,1016,381.0,171.0,63.0,45.0,39.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNTM2MDExODEzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-09 18:53:46,https://www.facebook.com/borisjohnson/posts/10158153601181317,"We are now averaging 2.5 million doses a week. Yesterday, 352,480 more people got their first dose and we're on track to offer 15 million people across the UK their first dose by 15 February.",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/452045442899269/,-,-,-,2634,1023,7120,413,7120,6065,815,63.0,90.0,39.0,10.0,38.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNTE1NjYzMTEzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-08 20:14:02,https://www.facebook.com/borisjohnson/posts/10158151566311317,"Today I saw the amazing job people in Derby are doing on testing and vaccinations.
 
20 million rapid lateral flow tests are being made at Surescreen, and Derby Arena vaccination centre is going gangbusters and has already vaccinated groups 1-4.",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/234152108250773/,-,-,-,2959,1213,8542,919,8542,7470,762,89.0,138.0,66.0,6.0,11.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNTE0MjE0MDYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-08 18:59:26,https://www.facebook.com/borisjohnson/posts/10158151421406317,"Almost 12.3 million people have had their first vaccine dose, a superb effort by everyone involved.

If you are 70 or older, living in England and have not had your first vaccine jab yet, please contact the NHS. This can be done online or by dialling 119.

https://www.nhs.uk/conditions/coronavirus-covid-19/coronavirus-vaccination/book-coronavirus-vaccination/",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/426908878515131/,-,-,-,1312,605,5053,470,5053,4335,554,35.0,73.0,29.0,7.0,20.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNTA2NTcxNjYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-08 10:26:07,https://www.facebook.com/borisjohnson/posts/10158150657166317,"Apprenticeships unlock opportunities, and we're expanding them so more people have the chance to get life-changing training. 

On National Apprenticeship Week thank you to all our brilliant apprentices and the countless employers who take them on.",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/506034020362412/,-,-,-,1536,848,5147,989,5147,4536,445,42.0,78.0,38.0,3.0,5.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNDg4OTUyMTYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-07 16:47:21,https://www.facebook.com/borisjohnson/posts/10158148895216317,"Yesterday over 549,000 people got their first vaccine dose, which now means over 12 million people across the UK have been vaccinated.",-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/1147107969125017/,-,-,-,2651,1057,9013,881,9013,7564,1182,46.0,88.0,49.0,18.0,66.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNDY5NDU5ODYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-06 20:20:20,https://www.facebook.com/borisjohnson/posts/10158146945986317,-,-,-,-,,-,-,Photo,-,https://www.facebook.com/borisjohnson/photos/a.238842266316/10158146945781317/,-,-,3348,1309,10358,283,10358,9669,339,58.0,232.0,21.0,20.0,19.0
UzpfSTc5NzI5OTEzMTY6MTAxNTgxNDY3NjU2NDYzMTc=,Boris Johnson,https://www.facebook.com/borisjohnson/,2021-02-06 19:07:39,https://www.facebook.com/borisjohnson/posts/10158146765646317,Nearly 11 and a half million people across the UK have now received their first dose of the vaccine. Thank you to everyone who is contributing to this amazing national effort.,-,-,-,,-,-,Video,https://www.facebook.com/borisjohnson/videos/849673245883802/,-,-,-,2018,800,9015,756,9015,7606,1187,42.0,75.0,49.0,13.0,43.0
